Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
164, P-SLICE,  164, 34.28,       8600, 0,0.00,28.000,40.073, 48.408, 48.590, 42.179, 0.939301, 12.168,0, 163 162 161 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.25%, 0.00%,  0.00%,  1.12%, 2.60%,  0.50%,  0.74%,  1.36%, 13.38%,  0.00%,  0.12%,  0.62%,  2.23%, 48.95%, 21.81%,  2.35%,  3.97%, 26242.66, 1882.92, 6411.95, 27544.11 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 99.00%,0.00%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.72%,0.00%, 2.73%, 0.55%, 0.00%, 0.00%, 0.00%, 0.00%, 5.41%, 64.86%,0.00%, 24.32%, 5.41%, 0.00%, 0.00%, 0.00%, 0.00%, 5.39%, 29.94%,0.00%, 33.53%, 31.14%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 20.0, 0.0, 75.0, 0.0, 25.0, 5.100, 180
165, P-SLICE,  165, 33.73,       9040, 0,0.00,28.000,40.070, 48.423, 48.584, 42.178, 0.939231, 12.163,0, 164 163 162 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.60%, 3.13%,  0.84%,  0.60%,  1.44%, 15.04%,  0.00%,  0.24%,  0.60%,  2.05%, 46.93%, 22.02%,  2.29%,  4.21%, 26222.68, 1883.24, 6427.98, 27287.52 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 98.24%,0.00%, 1.51%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.37%,0.00%, 0.00%, 2.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 16.67%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 2.75%, 28.57%,0.00%, 34.62%, 34.07%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 19.0, 0.0, 69.0, 0.0, 24.0, 4.920, 142
166, P-SLICE,  166, 36.00,        904, 0,0.00,28.000,40.066, 48.423, 48.584, 42.175, 0.939235, 12.163,0, 165 164 163 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.34%,  0.85%,  0.00%,  0.00%,  0.00%,  0.51%,  0.00%,  0.00%, 68.37%, 29.93%,  0.00%,  0.00%, 26220.86, 1880.06, 6439.30, 26220.86 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 99.50%,0.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.28%,0.00%, 2.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 6.0, 0.0, 11.0, 0.0, 63.0, 0.0, 16.0, 7.240, 146
167, P-SLICE,  167, 34.17,       9272, 0,0.00,28.000,40.072, 48.417, 48.579, 42.178, 0.939191, 12.160,0, 166 165 164 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.88%, 3.77%,  0.88%,  0.50%,  3.52%, 11.57%,  0.00%,  0.38%,  0.50%,  3.02%, 49.43%, 21.26%,  2.89%,  1.26%, 26238.45, 1885.31, 6418.38, 27517.46 , 17, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 98.25%,0.00%, 0.75%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.73%,0.00%, 1.14%, 1.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.09%,0.00%, 21.82%, 29.09%, 0.00%, 0.00%, 0.00%, 0.00%, 5.97%, 25.37%,0.00%, 35.07%, 33.58%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 19.0, 0.0, 64.0, 0.0, 24.0, 5.184, 125
168, P-SLICE,  168, 33.94,      10512, 0,0.00,28.000,40.137, 48.431, 48.688, 42.243, 0.939851, 12.208,0, 167 166 165 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.11%,  0.00%,  1.20%, 2.07%,  2.51%,  3.38%,  1.63%, 12.53%,  0.00%,  1.42%,  0.65%,  1.31%, 37.47%, 28.87%,  2.29%,  4.58%, 25912.88, 1856.25, 6187.92, 27277.44 , 18, 253, 117.64, 75, 150, 130.98, 89, 181, 129.23, 0.00%, 93.73%,0.00%, 3.81%, 2.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.97%,0.00%, 7.44%, 2.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64.29%,0.00%, 16.67%, 19.05%, 0.00%, 0.00%, 0.00%, 0.00%, 6.63%, 29.83%,0.00%, 38.12%, 25.41%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 6.0, 20.0, 0.0, 75.0, 0.0, 32.0, 5.120, 99
169, P-SLICE,  169, 34.61,       8728, 0,0.00,28.000,40.126, 48.435, 48.655, 42.231, 0.939655, 12.194,0, 168 167 166 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.68%, 1.71%,  1.25%,  2.16%,  1.59%, 11.38%,  0.00%,  1.25%,  0.68%,  1.02%, 40.61%, 31.51%,  2.73%,  3.41%, 25905.18, 1863.16, 6265.65, 27348.03 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 97.01%,0.00%, 1.90%, 1.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.81%,0.00%, 5.54%, 0.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.18%,0.00%, 25.00%, 6.82%, 0.00%, 0.00%, 0.00%, 0.00%, 4.14%, 26.90%,0.00%, 41.38%, 27.59%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 1.0, 65.0, 0.0, 21.0, 5.704, 83
170, P-SLICE,  170, 34.70,       8688, 0,0.00,28.000,40.126, 48.409, 48.691, 42.232, 0.939692, 12.196,0, 169 168 167 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.83%, 2.25%,  0.95%,  0.83%,  2.02%, 13.40%,  0.00%,  0.00%,  0.00%,  0.00%, 45.20%, 25.50%,  2.73%,  6.29%, 25848.02, 1860.25, 6262.56, 27137.74 , 18, 253, 117.63, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 97.94%,0.00%, 1.29%, 0.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.85%,0.00%, 3.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.50%,0.00%, 15.00%, 27.50%, 0.00%, 0.00%, 0.00%, 0.00%, 4.05%, 30.64%,0.00%, 35.84%, 29.48%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 17.0, 0.0, 65.0, 0.0, 22.0, 5.402, 117
171, P-SLICE,  171, 34.27,       8856, 0,0.00,28.000,40.134, 48.419, 48.693, 42.239, 0.939769, 12.202,0, 170 169 168 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.12%, 0.00%,  0.00%,  0.49%, 1.83%,  0.98%,  0.98%,  1.34%, 13.68%,  0.00%,  0.85%,  0.61%,  1.34%, 47.50%, 21.25%,  3.42%,  5.62%, 25840.65, 1859.01, 6261.47, 27429.72 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 97.98%,0.00%, 1.76%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.77%,0.00%, 3.70%, 0.53%, 0.00%, 0.00%, 0.00%, 0.00%, 2.22%, 73.33%,0.00%, 22.22%, 2.22%, 0.00%, 0.00%, 0.00%, 0.00%, 2.31%, 32.95%,0.00%, 34.68%, 30.06%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 1.0, 17.0, 0.0, 59.0, 0.0, 22.0, 5.369, 104
172, P-SLICE,  172, 36.00,        816, 0,0.00,28.000,40.130, 48.419, 48.693, 42.237, 0.939749, 12.200,0, 171 170 169 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.53%,  0.35%,  0.00%,  0.00%,  0.00%,  0.53%,  0.00%,  0.00%, 71.96%, 26.63%,  0.00%,  0.00%, 25826.04, 1857.88, 6274.70, 25826.04 , 17, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 99.27%,0.00%, 0.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.72%,0.00%, 1.28%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 1.0, 11.0, 0.0, 57.0, 0.0, 16.0, 7.349, 170
173, P-SLICE,  173, 34.71,       8592, 0,0.00,28.000,40.123, 48.429, 48.676, 42.230, 0.939660, 12.194,0, 172 171 170 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.63%, 2.26%,  0.63%,  0.75%,  1.38%, 13.78%,  0.00%,  0.38%,  0.75%,  2.88%, 49.37%, 22.06%,  1.63%,  3.51%, 25892.69, 1861.11, 6257.17, 27257.87 , 18, 253, 117.64, 75, 150, 130.98, 89, 181, 129.23, 0.00%, 98.75%,0.00%, 1.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.76%,0.00%, 2.70%, 0.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.33%,0.00%, 23.33%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 3.01%, 30.72%,0.00%, 40.36%, 25.90%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 65.0, 0.0, 21.0, 5.287, 119
174, P-SLICE,  174, 34.65,       8728, 0,0.00,28.000,40.128, 48.408, 48.697, 42.234, 0.939625, 12.191,0, 173 172 171 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.12%,  0.12%,  0.62%, 2.11%,  0.74%,  0.87%,  1.86%, 14.00%,  0.00%,  0.00%,  1.12%,  2.23%, 49.07%, 20.07%,  2.48%,  4.58%, 25870.88, 1860.83, 6256.31, 27527.20 , 18, 253, 117.63, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 98.51%,0.00%, 1.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.86%,0.00%, 1.78%, 2.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.91%,0.00%, 20.45%, 13.64%, 0.00%, 0.00%, 0.00%, 0.00%, 4.00%, 31.43%,0.00%, 34.86%, 29.71%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 20.0, 0.0, 65.0, 0.0, 25.0, 5.302, 89
