Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
164, b-SLICE,  163, 34.00,       2208, 0,5.04,40.519, 49.107, 49.115, 42.667, 0.948147, 12.852,11, 162 160 157 ,164 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.57%,  2.10%,  3.05%,  0.00%,  0.19%,  0.76%,  1.71%, 84.38%,  2.86%,  2.29%,  1.90%, 23670.51, 1634.31, 6026.72, 24195.68 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.21%,0.00%, 15.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 59.26%,0.00%, 25.93%, 14.81%, 0.00%, 0.00%, 0.00%, 0.00%, 2.78%, 52.78%,0.00%, 27.78%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 15.0, 9.0, 25.0, 0.0, 296.0, 2.816, 4
165, P-SLICE,  169, 32.00,       9448, 0,5.06,40.643, 49.128, 49.198, 42.773, 0.948730, 12.901,5, 164 162 160 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.15%,  0.00%,  0.30%, 0.44%,  0.74%,  3.11%, 0.00%,  9.04%,  0.59%,  2.37%, 15.11%,  0.00%,  0.30%,  1.04%,  3.26%, 56.15%,  2.07%,  1.33%,  4.00%, 23163.29, 1620.14, 5909.51, 27279.90 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 86.10%,0.00%, 4.56%, 9.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 5.00%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%, 8.57%, 45.71%,0.00%, 34.29%, 11.43%, 0.00%, 0.00%, 0.00%, 0.00%, 16.11%, 27.22%,0.00%, 30.00%, 26.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 14.0, 4.0, 47.0, 0.0, 239.0, 4.676, 125
166, B-SLICE,  167, 33.00,       4064, 0,4.89,40.536, 49.067, 49.075, 42.670, 0.948132, 12.851,7, 164 162 160 ,169 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.66%, 0.00%,  0.83%,  0.33%,  1.82%, 10.73%,  0.00%,  0.33%,  1.32%,  3.14%, 72.28%,  1.49%,  1.82%,  5.28%, 23595.82, 1649.62, 6009.86, 24857.42 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 98.87%,0.00%, 0.90%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.62%,0.00%, 0.00%, 15.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.33%,0.00%, 30.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 3.33%, 42.50%,0.00%, 34.17%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 14.0, 7.0, 27.0, 0.0, 279.0, 3.238, 27
167, b-SLICE,  165, 34.00,       2296, 0,5.07,40.512, 49.083, 49.074, 42.654, 0.948077, 12.846,9, 164 162 ,167 169 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.97%,  2.14%,  2.73%,  0.00%,  0.39%,  0.19%,  0.00%, 86.55%,  1.95%,  1.56%,  3.51%, 23709.77, 1646.45, 6027.61, 24175.44 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.23%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.59%,0.00%, 23.53%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.00%,0.00%, 50.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.25%,0.00%, 28.12%, 15.62%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 2.0, 16.0, 8.0, 32.0, 0.0, 294.0, 2.667, 7
168, b-SLICE,  166, 34.00,       2256, 0,40.11,40.524, 49.076, 49.065, 42.661, 0.948116, 12.850,8, 164 162 ,167 169 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.75%,  2.43%,  4.87%,  0.00%,  0.37%,  1.69%,  0.94%, 83.15%,  1.50%,  1.12%,  3.00%, 23646.65, 1649.56, 6024.44, 24033.07 , 18, 253, 118.63, 75, 150, 130.99, 89, 180, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.43%,0.00%, 28.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.57%,0.00%, 46.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.08%, 43.75%,0.00%, 29.17%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 2.0, 16.0, 8.0, 31.0, 0.0, 290.0, 2.684, 1
169, b-SLICE,  168, 34.00,       1888, 0,3.76,40.584, 49.132, 49.201, 42.730, 0.948624, 12.892,6, 167 164 162 ,169 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.00%,  0.19%, 0.00%,  0.19%,  0.74%,  2.05%,  3.91%,  0.00%,  0.19%,  0.74%,  0.93%, 82.31%,  2.23%,  3.17%,  3.17%, 23322.42, 1614.10, 5933.37, 23731.47 , 17, 253, 117.64, 75, 150, 130.98, 90, 180, 129.23, 0.00%, 100.00%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 76.47%,0.00%, 11.76%, 11.76%, 0.00%, 0.00%, 0.00%, 0.00%, 3.03%, 63.64%,0.00%, 24.24%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 2.27%, 50.00%,0.00%, 34.09%, 13.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 14.0, 6.0, 32.0, 0.0, 276.0, 3.187, 22
170, P-SLICE,  174, 32.00,       8416, 0,4.76,40.630, 49.118, 49.213, 42.764, 0.948706, 12.899,0, 169 167 164 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.43%,  0.14%,  3.48%, 0.00%,  0.58%,  0.58%,  1.30%, 18.41%,  0.00%,  0.00%,  1.01%,  3.19%, 63.33%,  1.59%,  2.46%,  3.33%, 23122.65, 1616.97, 5919.29, 26929.26 , 18, 253, 117.63, 76, 150, 130.98, 89, 180, 129.23, 0.00%, 99.09%,0.00%, 0.23%, 0.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.33%,0.00%, 6.67%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.94%, 70.59%,0.00%, 17.65%, 8.82%, 0.00%, 0.00%, 0.00%, 0.00%, 14.00%, 22.50%,0.00%, 36.50%, 27.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 11.0, 0.0, 29.0, 0.0, 214.0, 5.078, 68
171, B-SLICE,  172, 33.00,       4064, 0,39.78,40.605, 49.096, 49.230, 42.745, 0.948719, 12.900,2, 169 167 162 ,174 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.17%,  0.00%,  0.17%, 0.00%,  0.00%,  0.86%,  3.44%, 10.65%,  0.00%,  0.17%,  0.17%,  2.06%, 75.95%,  2.06%,  2.23%,  2.06%, 23223.82, 1615.04, 5939.32, 24453.58 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.22%,0.00%, 22.22%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.18%,0.00%, 44.12%, 14.71%, 0.00%, 0.00%, 0.00%, 0.00%, 2.27%, 27.27%,0.00%, 38.64%, 31.82%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 12.0, 3.0, 24.0, 0.0, 239.0, 3.862, 91
172, b-SLICE,  170, 34.00,       2432, 0,5.05,40.593, 49.124, 49.229, 42.739, 0.948646, 12.894,4, 169 167 ,172 174 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.00%,  0.00%,  0.37%,  2.58%,  5.89%,  0.00%,  0.74%,  0.55%,  1.66%, 81.77%,  1.47%,  1.47%,  3.31%, 23262.47, 1609.66, 5940.80, 23582.35 , 18, 253, 117.63, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.71%,0.00%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.00%,0.00%, 44.00%, 12.00%, 0.00%, 0.00%, 0.00%, 0.00%, 1.67%, 45.00%,0.00%, 36.67%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 13.0, 8.0, 26.0, 0.0, 251.0, 2.964, 8
173, b-SLICE,  171, 34.00,        856, 0,5.00,40.603, 49.098, 49.230, 42.743, 0.948727, 12.901,3, 169 167 ,172 174 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.43%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 95.09%,  3.63%,  0.64%,  0.00%, 23179.43, 1614.70, 5952.74, 23196.85 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.47%,0.00%, 5.26%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 13.0, 8.0, 25.0, 0.0, 248.0, 2.578, 3
174, b-SLICE,  173, 34.00,       2064, 0,4.84,40.587, 49.090, 49.228, 42.730, 0.948626, 12.893,1, 172 169 167 ,174 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.99%,  2.38%,  1.59%,  0.00%,  0.60%,  0.79%,  0.00%, 88.10%,  1.79%,  1.39%,  2.38%, 23292.61, 1616.39, 5957.29, 24141.80 , 18, 253, 117.64, 75, 150, 130.98, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.59%,0.00%, 29.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.83%,0.00%, 43.48%, 8.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 30.00%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 12.0, 7.0, 26.0, 0.0, 240.0, 2.996, 4
